"","start_station_id","start_station_latitude","start_station_longitude","count"
"1",72,40.76727216,-73.99392888,0.00299538541278474
"2",79,40.71911552,-74.00666661,0.00247955792204826
"3",82,40.71117416,-74.00016545,0.00111123585370691
"4",83,40.68382604,-73.97632328,0.00110820157434964
"5",116,40.74177603,-74.00149746,0.00594760130562282
"6",119,40.69608941,-73.97803415,0.00023019146578588
"7",120,40.68676793,-73.95928168,0.000519275535460657
"8",127,40.73172428,-74.00674436,0.00520585792455844
"9",128,40.72710258,-74.00297088,0.00519661716469765
"10",137,40.761628,-73.972924,0.00203875988450981
"11",143,40.69239502,-73.99337909,0.00100434646725751
"12",144,40.69839895,-73.98068914,0.00034825251714161
"13",146,40.71625008,-74.0091059,0.00243445749705606
"14",147,40.71542197,-74.01121978,0.00512076018076581
"15",150,40.7208736,-73.98085795,0.00233032654638599
"16",151,40.7218158,-73.99720307,0.00734819707258245
"17",152,40.71473993,-74.00910627,0.00189918303407523
"18",153,40.752062307,-73.9816324043,0.00432012419581253
"19",157,40.69089272,-73.99612349,0.00129439598945505
"20",160,40.748238,-73.978311,0.00255720788923667
"21",161,40.72917025,-73.99810231,0.00463072406456615
"22",164,40.75323098,-73.97032517,0.00241280377618824
"23",167,40.7489006,-73.97604882,0.00445404625289946
"24",168,40.73971301,-73.99456405,0.00683374879973563
"25",173,40.76064679,-73.98442659,0.00398621554472348
"26",174,40.7381765,-73.97738662,0.00308834469854848
"27",195,40.70905623,-74.01043382,0.00323854152673352
"28",212,40.74334935,-74.00681753,0.00395849326514112
"29",216,40.70037867,-73.99548059,0.000516517099681318
"30",217,40.70277159,-73.99383605,0.000849460298247593
"31",218,40.69028437,-73.98707105,0.000472106283633952
"32",223,40.73781509,-73.99994661,0.00382553666057696
"33",224,40.71146364,-74.00552427,0.00195628265470756
"34",225,40.74195138,-74.00803013,0.00206937852166048
"35",228,40.7546011026,-73.971878855,0.00272616208072121
"36",229,40.72743423,-73.99379025,0.00519578963396385
"37",232,40.69597683,-73.99014892,0.000584512541642036
"38",233,40.69246277,-73.98963911,0.00196138576089934
"39",236,40.7284186,-73.98713956,0.00495415065969371
"40",237,40.73047309,-73.98672378,0.00496132259271999
"41",238,40.7361967,-74.00859207,0.00251955524084868
"42",239,40.69196566,-73.9813018,0.00108944421105013
"43",241,40.68981035,-73.97493121,0.000851529125082098
"44",242,40.69788349,-73.97350332,0.000582305793018565
"45",243,40.687979,-73.978474,0.000267292427017996
"46",243,40.688226,-73.979382,0.000593753301502823
"47",244,40.69196035,-73.96536851,0.000954556701440428
"48",245,40.69327018,-73.97703874,0.000392801254977942
"49",247,40.73535398,-74.00483091,0.00273650621489373
